sample_id,text,true_label,pred_small,pred_medium,pred_large,confidence_small,confidence_medium,confidence_large,latency_small_ms,latency_medium_ms,latency_large_ms,small_correct,medium_correct,large_correct,all_models_wrong,first_success_model,difficulty_level,estimated_routing_latency_ms
676,"well-nigh unendurable ... though the picture strains to become cinematic poetry , it remains depressingly prosaic and dull . ",0,0,0,0,0.9995924830436708,0.9990943670272828,0.9995105266571044,28.78910000436008,45.34170002443716,143.69200001237914,True,True,True,False,small,1,28.78910000436008
677,"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places . ",1,1,1,1,0.9992207288742064,0.9972658157348632,0.9988908171653748,24.57990002585575,41.80880001513288,152.54390001064166,True,True,True,False,small,1,24.57990002585575
678,"the movie is n't just hilarious : it 's witty and inventive , too , and in hindsight , it is n't even all that dumb . ",1,1,1,1,0.9995887875556946,0.999646544456482,0.9988995790481568,28.426499979104847,49.58799999440089,153.0046000261791,True,True,True,False,small,1,28.426499979104847
679,filmmakers who can deftly change moods are treasures and even marvels . ,1,1,1,1,0.999777853488922,0.9994086027145386,0.9987057447433472,22.276800009422004,38.99760002968833,135.68230002420023,True,True,True,False,small,1,22.276800009422004
680,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ",1,1,1,1,0.9994937181472778,0.9996292591094972,0.9987749457359314,24.04769998975098,47.82300000078976,144.2683999775909,True,True,True,False,small,1,24.04769998975098
681,( a ) shapeless blob of desperate entertainment . ,0,0,0,0,0.9996752738952636,0.9982873797416688,0.9994792342185974,20.801000006031245,41.16880003130064,121.76629999885336,True,True,True,False,small,1,20.801000006031245
682,"in the end , the movie collapses on its shaky foundation despite the best efforts of director joe carnahan . ",0,0,0,0,0.9997732043266296,0.9958617687225342,0.9995054006576538,24.060800031293184,45.94859998906031,133.76939995214343,True,True,True,False,small,1,24.060800031293184
683,true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable . ,1,0,1,1,0.6912524700164795,0.977683424949646,0.9983887672424316,27.37980004167184,48.667000024579465,148.80720002111048,False,True,True,False,medium,2,76.04680006625131
684,"a study in shades of gray , offering itself up in subtle plot maneuvers ... ",1,1,1,1,0.9888730645179749,0.9839612245559692,0.9975466132164,24.084300035610795,42.310999997425824,122.93720000889152,True,True,True,False,small,1,24.084300035610795
685,no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes . ,1,0,0,0,0.9987063407897948,0.9685541987419128,0.9994567036628724,25.137599965091795,42.32489998685196,132.31949997134507,False,False,False,True,none,0,199.78199992328882
686,"more romantic , more emotional and ultimately more satisfying than the teary-eyed original . ",1,1,1,1,0.9998393058776855,0.998542547225952,0.9988922476768494,23.526100034359843,45.68239999935031,135.407000023406,True,True,True,False,small,1,23.526100034359843
687,"this is a shameless sham , calculated to cash in on the popularity of its stars . ",0,0,0,0,0.999642252922058,0.9969843029975892,0.9994999170303344,23.28480000142008,41.592299996409565,132.49280001036823,True,True,True,False,small,1,23.28480000142008
688,"if you 've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever . ",0,0,0,0,0.979778289794922,0.9969229102134703,0.9988390803337096,29.991099960170686,52.95990000013262,150.9419999783859,True,True,True,False,small,1,29.991099960170686
689,"once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back . ",0,0,0,0,0.9932149648666382,0.9692464470863342,0.9899106621742249,25.251400016713887,41.7138000484556,143.2996999938041,True,True,True,False,small,1,25.251400016713887
690,"stultifyingly , dumbfoundingly , mind-numbingly bad . ",0,0,0,0,0.9997854828834534,0.9990643858909608,0.9994685053825378,21.703100006561726,39.31270004250109,128.36889998288825,True,True,True,False,small,1,21.703100006561726
691,"an effectively creepy , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it . ",1,1,1,1,0.9991255402565002,0.9989312291145324,0.998820960521698,26.51009999681264,50.48659996828064,170.8766999654472,True,True,True,False,small,1,26.51009999681264
692,"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . ",0,1,0,1,0.9440361261367798,0.9890910983085632,0.992051601409912,25.514199980534613,46.13929998595268,172.20130003988743,False,True,False,False,medium,2,71.65349996648729
693,"because of an unnecessary and clumsy last scene , ` swimfan ' left me with a very bad feeling . ",0,0,0,0,0.9997711777687072,0.9990358352661132,0.9994982481002808,21.908800001256168,40.53810000186786,136.7146999691613,True,True,True,False,small,1,21.908800001256168
694,no aspirations to social import inform the movie version . ,0,0,0,0,0.9989622831344604,0.9961714148521424,0.999474823474884,18.55119998799637,37.2631999780424,129.7992000472732,True,True,True,False,small,1,18.55119998799637
695,"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ",0,1,1,1,0.9991727471351624,0.9953625202178956,0.996854603290558,24.307000043336306,41.83330002706498,143.97370000369847,False,False,False,True,none,0,210.11400007409975
696,"for the first time in years , de niro digs deep emotionally , perhaps because he 's been stirred by the powerful work of his co-stars . ",1,1,1,1,0.999091386795044,0.9994404911994934,0.998768150806427,24.607500003185123,46.98899999493733,141.96440001251176,True,True,True,False,small,1,24.607500003185123
697,not since tom cruise in risky business has an actor made such a strong impression in his underwear . ,1,1,0,1,0.8139402270317078,0.7089996337890625,0.9982972741127014,22.04780001193285,42.63919999357313,142.90489995619282,True,False,True,False,small,1,22.04780001193285
698,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . '' ",1,1,1,1,0.9994667172431946,0.9896685481071472,0.9988324046134948,26.56450000358745,45.98880000412464,169.2862000199966,True,True,True,False,small,1,26.56450000358745
699,"... routine , harmless diversion and little else . ",1,0,0,0,0.9933887720108032,0.9770506620407104,0.9994856119155884,19.886900030542165,38.87849999591708,125.72409998392686,False,False,False,True,none,0,184.4895000103861
700,"is the time really ripe for a warmed-over james bond adventure , with a village idiot as the 007 clone ? ",0,0,0,0,0.9725008010864258,0.94097101688385,0.9973965883255004,24.023200036026537,43.19900000700727,142.08620000863448,True,True,True,False,small,1,24.023200036026537
701,"even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't make this movie anything more than a trashy cop buddy comedy . ",0,0,0,0,0.9943331480026244,0.9966335892677308,0.9994946718215942,25.87289997609332,49.01539999991655,187.4948000186123,True,True,True,False,small,1,25.87289997609332
702,"the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . ",0,1,0,0,0.9856663346290588,0.8256206512451172,0.9982303977012634,22.854399983771145,40.44449998764321,140.34759998321533,False,True,True,False,medium,2,63.29889997141436
703,"samira makhmalbaf 's new film blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal ",0,0,0,0,0.9986338019371032,0.9975743889808656,0.9982026815414428,30.426600016653538,45.8455000189133,180.39850000059232,True,True,True,False,small,1,30.426600016653538
704,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ... ,0,1,0,0,0.848703145980835,0.9965004920959472,0.9994852542877196,25.26150003541261,43.91609999584034,157.05869998782873,False,True,True,False,medium,2,69.17760003125295
705,"every time you look , sweet home alabama is taking another bummer of a wrong turn . ",0,0,0,0,0.9976758360862732,0.993559956550598,0.9994951486587524,24.336599977687,46.214999980293214,147.78120000846684,True,True,True,False,small,1,24.336599977687
706,how do you spell cliché ? ,0,0,0,0,0.9995800852775574,0.9972440004348756,0.9983229041099548,18.691200006287545,38.19089999888092,127.6447999989614,True,True,True,False,small,1,18.691200006287545
707,no telegraphing is too obvious or simplistic for this movie . ,0,0,1,0,0.9152166843414308,0.9401634335517884,0.9974911212921144,20.082200004253536,42.19050001120195,148.09880004031584,True,False,True,False,small,1,20.082200004253536
708,"director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand . ",1,1,1,1,0.9998806715011596,0.999531865119934,0.9988523721694946,22.039499948732555,41.07119998661801,153.00150000257418,True,True,True,False,small,1,22.039499948732555
709,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers . ,0,0,0,0,0.9997586607933044,0.9958032965660096,0.999463140964508,21.7320000519976,40.56340001989156,138.63679999485612,True,True,True,False,small,1,21.7320000519976
710,"less dizzying than just dizzy , the jaunt is practically over before it begins . ",0,0,0,0,0.992305338382721,0.8617548942565918,0.998997151851654,25.08350001880899,45.84109998540953,139.9105999735184,True,True,True,False,small,1,25.08350001880899
711,overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube . ,0,0,0,0,0.9998146891593932,0.9992462396621704,0.9995003938674928,25.590700039174408,44.53070001909509,150.24590003304183,True,True,True,False,small,1,25.590700039174408
712,they should have called it gutterball . ,0,0,0,0,0.9987515211105348,0.9979372024536132,0.9993858337402344,21.62190002854913,35.52709997165948,122.46770004276186,True,True,True,False,small,1,21.62190002854913
713,corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . ,0,0,0,0,0.9991082549095154,0.994090497493744,0.999498963356018,23.768300015944988,49.89110003225505,145.84060001652688,True,True,True,False,small,1,23.768300015944988
714,( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . ,1,1,1,1,0.9998815059661864,0.9997584223747252,0.9988780617713928,25.66429995931685,41.82089999085292,132.3413999634795,True,True,True,False,small,1,25.66429995931685
715,"there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging . ",0,0,0,0,0.9985225796699524,0.9990676045417786,0.9995077848434448,29.47409998159856,48.248999984934926,170.0872000074014,True,True,True,False,small,1,29.47409998159856
716,"wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . ",0,0,0,0,0.9982489347457886,0.9880483150482178,0.9992395639419556,28.00109999952838,53.21069998899475,169.27720000967383,True,True,True,False,small,1,28.00109999952838
717,a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love . ,1,1,1,1,0.9998792409896852,0.9997254014015198,0.9988817572593688,25.663900014478717,41.20510001666844,147.03190000727773,True,True,True,False,small,1,25.663900014478717
718,"this is human comedy at its most amusing , interesting and confirming . ",1,1,1,1,0.9998282194137572,0.99958735704422,0.9989073276519777,19.381900026928637,40.8865999779664,135.2074000169523,True,True,True,False,small,1,19.381900026928637
719,"whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting . ",0,0,0,0,0.9992291927337646,0.9934676289558412,0.9994426369667052,26.22120000887662,43.87779999524355,141.45759999519214,True,True,True,False,small,1,26.22120000887662
720,worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change . ,1,1,1,1,0.999681830406189,0.9996565580368042,0.9989197254180908,25.715700001455843,44.03809999348596,149.39310000045225,True,True,True,False,small,1,25.715700001455843
721,"a poignant , artfully crafted meditation on mortality . ",1,1,1,1,0.9998619556427002,0.9996902942657472,0.9988998174667358,20.63769998494536,40.21479998482391,131.0251000104472,True,True,True,False,small,1,20.63769998494536
722,"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization . ",0,0,0,0,0.999313235282898,0.9941800832748412,0.99944406747818,27.523400029167533,49.07700000330806,153.35609996691346,True,True,True,False,small,1,27.523400029167533
723,"vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances . ",1,1,1,1,0.9998769760131836,0.9997228980064392,0.998885452747345,23.47330003976822,48.16760000539944,161.21879999991506,True,True,True,False,small,1,23.47330003976822
724,it 's everything you do n't go to the movies for . ,0,1,1,0,0.9986807703971864,0.9990159273147584,0.9977027773857116,24.215899989940223,40.43420002562925,126.62870000349358,False,False,True,False,large,3,191.27880001906306
725,"( grant 's ) bumbling magic takes over the film , and it turns out to be another winning star vehicle . ",1,1,1,1,0.999729335308075,0.9986572265625,0.9988921284675598,24.172699952032417,41.80880001513288,151.181599998381,True,True,True,False,small,1,24.172699952032417
726,"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right . ",1,1,1,1,0.9997977614402772,0.9997052550315856,0.998904824256897,24.351199972443283,47.24250000435859,154.22720002243295,True,True,True,False,small,1,24.351199972443283
727,"velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene . ",0,0,0,0,0.9907295107841492,0.9977577328681946,0.9964817762374878,23.6785999732092,44.04150001937524,132.1159999934025,True,True,True,False,small,1,23.6785999732092
728,"but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck . ",1,1,1,1,0.990915596485138,0.8647906184196472,0.998646914958954,21.63609996205196,45.73060001712293,144.2782999947667,True,True,True,False,small,1,21.63609996205196
729,the piece plays as well as it does thanks in large measure to anspaugh 's three lead actresses . ,1,1,1,1,0.99984610080719,0.9994992017745972,0.998582124710083,25.402800005394965,44.79930002707988,144.98729998013005,True,True,True,False,small,1,25.402800005394965
730,"suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by hollywood . ",0,0,0,0,0.9997811913490297,0.9992702603340148,0.9995042085647584,24.79290001792833,46.12150002503768,153.70909997727722,True,True,True,False,small,1,24.79290001792833
731,but what are adults doing in the theater at all ? ,0,0,0,0,0.9969719648361206,0.991508960723877,0.999421238899231,18.324900011066347,41.56340000918135,126.28189998213202,True,True,True,False,small,1,18.324900011066347
732,like being trapped at a perpetual frat party ... how can something so gross be so boring ? ,0,0,0,0,0.9996898174285888,0.9989270567893982,0.9994730353355408,27.98440004698932,44.67000003205612,137.0448999805376,True,True,True,False,small,1,27.98440004698932
733,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ",0,0,0,0,0.7921594381332397,0.9873028993606568,0.9995006322860718,25.78750002430752,47.05639998428524,180.05570000968874,True,True,True,False,small,1,25.78750002430752
734,this is n't even madonna 's swept away . ,0,0,0,0,0.9415951371192932,0.9979167580604552,0.9976935982704164,23.844399955123663,43.33999997470528,126.13370001781732,True,True,True,False,small,1,23.844399955123663
735,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,0,1,1,0,0.9761391282081604,0.815102756023407,0.9995012283325196,27.1239000139758,42.82510001212359,143.63410003716126,False,False,True,False,large,3,213.58310006326064
736,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,0,1,1,1,0.996390163898468,0.9893265962600708,0.9981582760810852,23.392500006593764,40.53240001667291,130.8634000015445,False,False,False,True,none,0,194.78830002481118
737,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,1,1,1,1,0.9998480081558228,0.9995935559272766,0.9989171028137208,20.491299976129085,48.36390004493296,139.2156000365503,True,True,True,False,small,1,20.491299976129085
738,... a magnificent drama well worth tracking down . ,1,1,1,1,0.9998440742492676,0.9994719624519348,0.9988640546798706,18.4665999840945,35.5437999824062,124.39660000381993,True,True,True,False,small,1,18.4665999840945
739,"oscar wilde 's masterpiece , the importance of being earnest , may be the best play of the 19th century . ",1,1,1,1,0.9998188614845276,0.99858558177948,0.9984979629516602,25.369000039063398,40.91250000055879,150.62339999713004,True,True,True,False,small,1,25.369000039063398
740,"jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory . ",1,1,1,1,0.9995885491371156,0.9996022582054138,0.9989089965820312,26.37420000974089,50.05650001112372,169.38420000951737,True,True,True,False,small,1,26.37420000974089
741,but it still jingles in the pocket . ,1,0,0,0,0.9016810059547424,0.6649320125579834,0.9924150109291076,19.037399964872748,33.86679996037856,123.79699997836724,False,False,False,True,none,0,176.70119990361854
742,"it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year . ",1,1,1,1,0.9994522929191588,0.9965879917144777,0.9974445104599,27.027100033592436,56.60559999523685,198.24850000441077,True,True,True,False,small,1,27.027100033592436
743,"you really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this . ",0,0,0,0,0.9826732873916626,0.9759581089019777,0.9994587302207948,22.27730001322925,48.3640999882482,172.22999996738508,True,True,True,False,small,1,22.27730001322925
744,one from the heart . ,1,1,1,1,0.9993605017662048,0.998172640800476,0.9969723224639891,20.47629997832701,30.309800000395622,137.5531999510713,True,True,True,False,small,1,20.47629997832701
745,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,0,0,0,0,0.9997593760490416,0.998386025428772,0.999467670917511,22.554200026206672,43.77410002052784,179.91150001762435,True,True,True,False,small,1,22.554200026206672
746,people cinema at its finest . ,1,1,1,1,0.9998537302017212,0.999232530593872,0.9984253644943236,18.37850001174957,39.96580000966787,148.2175999553874,True,True,True,False,small,1,18.37850001174957
747,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ",1,1,1,1,0.999596893787384,0.9990808963775636,0.9988260865211488,22.190499992575496,46.45290004555136,201.8385999836028,True,True,True,False,small,1,22.190499992575496
748,"and when you 're talking about a slapstick comedy , that 's a pretty big problem . ",0,0,0,0,0.9991971850395204,0.9965533018112184,0.9994640946388244,21.27889997791499,46.94049997488037,168.64310001255944,True,True,True,False,small,1,21.27889997791499
749,a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . ,1,0,1,1,0.9724522829055786,0.8240723013877869,0.9953721165657043,24.39480001339689,44.611999997869134,175.11690000537783,False,True,True,False,medium,2,69.00680001126602
750,"nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . ",0,0,0,0,0.9884506464004515,0.9585485458374025,0.9985944628715516,25.304799957666543,48.456399992574006,153.74129998963326,True,True,True,False,small,1,25.304799957666543
751,one long string of cliches . ,0,0,0,0,0.9997945427894592,0.999053418636322,0.9994820952415466,19.19379999162629,32.90940000442788,117.849699978251,True,True,True,False,small,1,19.19379999162629
752,like watching a dress rehearsal the week before the show goes up : everything 's in place but something 's just a little off-kilter . ,0,0,0,1,0.999032974243164,0.9974058270454408,0.994884431362152,22.76660001371056,46.27330001676455,172.17049997998402,True,True,False,False,small,1,22.76660001371056
753,it 's hard to imagine alan arkin being better than he is in this performance . ,1,1,1,1,0.9917047023773192,0.988907754421234,0.9988865256309508,18.954699975438416,43.81830000784248,136.86349999625236,True,True,True,False,small,1,18.954699975438416
754,the film will play equally well on both the standard and giant screens . ,1,1,1,1,0.9997902512550354,0.9969743490219116,0.9987678527832032,19.21350002521649,40.07879999699071,147.41039997898042,True,True,True,False,small,1,19.21350002521649
755,"... a fun little timewaster , helped especially by the cool presence of jean reno . ",1,1,1,1,0.9998480081558228,0.9997311234474182,0.9988355040550232,24.88029998494312,41.04929999448359,137.97280000289902,True,True,True,False,small,1,24.88029998494312
756,something like scrubbing the toilet . ,0,0,0,0,0.9975244402885436,0.996957540512085,0.9909818768501282,17.882100015413016,39.56189996097237,111.09489999944344,True,True,True,False,small,1,17.882100015413016
757,there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television . ,0,0,0,0,0.9918105602264404,0.9767730236053468,0.9994076490402222,27.57839998230338,49.3136000004597,170.04719999385998,True,True,True,False,small,1,27.57839998230338
758,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ",1,1,1,1,0.9998739957809448,0.9995753169059752,0.9989225268363952,30.074699956458065,58.53450001450256,177.86430002888665,True,True,True,False,small,1,30.074699956458065
759,"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam . ",0,0,0,0,0.9948683977127076,0.9824622869491576,0.9994329810142516,26.12960000988096,50.90929998550564,165.59869999764487,True,True,True,False,small,1,26.12960000988096
760,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",1,0,1,1,0.9431852102279664,0.7445276379585266,0.9979621171951294,28.222199995070696,48.766400024760514,165.183299977798,False,True,True,False,medium,2,76.98860001983121
761,"the result is a gaudy bag of stale candy , something from a halloween that died . ",0,0,0,0,0.9997696280479432,0.9988303780555724,0.9994914531707764,20.888599974568933,41.64159996435046,142.16839999426156,True,True,True,False,small,1,20.888599974568933
762,it 's a lovely film with lovely performances by buy and accorsi . ,1,1,1,1,0.9998818635940552,0.9997137188911438,0.9988849759101868,20.084099960513413,38.73760002898052,129.3771000346169,True,True,True,False,small,1,20.084099960513413
763,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ",1,1,1,1,0.9991331696510316,0.9992280006408693,0.9979507327079772,27.039000007789586,52.040800044778734,203.2984999823384,True,True,True,False,small,1,27.039000007789586
764,"movie fans , get ready to take off ... the other direction . ",0,1,1,0,0.9968509078025818,0.9964548349380492,0.9991982579231262,21.541599999181926,41.141800000332296,159.42500001983717,False,False,True,False,large,3,222.1084000193514
765,not an objectionable or dull film ; it merely lacks everything except good intentions . ,0,0,0,0,0.9987861514091492,0.997706174850464,0.9995136260986328,22.18730002641678,39.59709999617189,127.54700001096352,True,True,True,False,small,1,22.18730002641678
766,"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving . ",1,1,1,1,0.9992901086807252,0.9994683861732484,0.998840868473053,26.60570002626628,48.85780002223328,150.83499997854233,True,True,True,False,small,1,26.60570002626628
767,a film about a young man finding god that is accessible and touching to the marrow . ,1,1,1,1,0.9997643828392028,0.9995712637901306,0.998875081539154,22.70700002554804,39.530000009108335,135.51639998331666,True,True,True,False,small,1,22.70700002554804
768,a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ,1,1,1,1,0.999530553817749,0.9993475079536438,0.998809576034546,21.448699990287423,43.31129998899996,146.7244999948889,True,True,True,False,small,1,21.448699990287423
769,an infectious cultural fable with a tasty balance of family drama and frenetic comedy . ,1,1,1,1,0.9998452663421632,0.9997419714927672,0.9988908171653748,19.739800016395748,45.45400000642985,129.98480000533164,True,True,True,False,small,1,19.739800016395748
770,i do n't think i laughed out loud once . ,0,1,0,1,0.8525212407112122,0.9447740316390992,0.9926152229309082,21.092500013764948,35.73150001466274,130.28129999293014,False,True,False,False,medium,2,56.82400002842769
771,"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . ",0,1,1,0,0.991066873073578,0.9965761303901672,0.9994582533836364,26.61119995173067,49.87200000323355,165.22770002484322,False,False,True,False,large,3,241.71089997980744
772,"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit . ",1,1,1,1,0.9998052716255188,0.9995324611663818,0.9968691468238832,23.84330000495538,46.65520001435653,161.82059998391196,True,True,True,False,small,1,23.84330000495538
773,it 's a beautiful madness . ,1,1,1,1,0.9997463822364808,0.999337375164032,0.9986151456832886,16.689800017047673,32.80139999696985,107.50560002634302,True,True,True,False,small,1,16.689800017047673
774,"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . ",0,0,0,0,0.9994418025016784,0.9905014038085938,0.998866319656372,23.04309996543452,46.9874000409618,159.35929998522624,True,True,True,False,small,1,23.04309996543452
775,not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . ,0,0,0,0,0.9218111634254456,0.9957473874092102,0.9866803288459778,26.06599999126047,43.38570003164932,153.7994999671355,True,True,True,False,small,1,26.06599999126047
776,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ",0,0,0,0,0.999808132648468,0.9988330006599426,0.9995083808898926,23.566100047901276,46.001399983651936,169.34610001044348,True,True,True,False,small,1,23.566100047901276
777,"by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . ",1,1,1,1,0.9996674060821532,0.9993594288825988,0.9988811612129213,22.267899999860678,51.01620004279539,170.74219998903573,True,True,True,False,small,1,22.267899999860678
778,one of the most significant moviegoing pleasures of the year . ,1,1,1,1,0.9998807907104492,0.9996302127838136,0.9988701939582824,19.92619998054579,37.81309997430071,132.1868000086397,True,True,True,False,small,1,19.92619998054579
779,"prurient playthings aside , there 's little to love about this english trifle . ",0,0,0,0,0.9994930028915404,0.9982632994651794,0.9995051622390748,20.66859998740256,46.75049998331815,144.6079000015743,True,True,True,False,small,1,20.66859998740256
780,a grimly competent and stolid and earnest military courtroom drama . ,1,1,1,1,0.9996860027313232,0.999517560005188,0.9987955093383788,20.71189996786416,45.21349997958168,130.296100047417,True,True,True,False,small,1,20.71189996786416
781,at once half-baked and overheated . ,0,0,0,0,0.9994660019874572,0.9936916828155518,0.9994223117828368,20.30149998608977,37.49439999228344,129.67029999708757,True,True,True,False,small,1,20.30149998608977
782,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . ,1,1,1,1,0.7588216662406921,0.7551411390304565,0.996721088886261,24.73030000692233,52.14929999783635,167.32130001764745,True,True,True,False,small,1,24.73030000692233
783,the movie does a good job of laying out some of the major issues that we encounter as we journey through life . ,1,1,1,1,0.9996684789657592,0.9993712306022644,0.9988399147987366,21.107400010805577,46.41910002101213,147.735400008969,True,True,True,False,small,1,21.107400010805577
784,very psychoanalytical -- provocatively so -- and also refreshingly literary . ,1,1,1,1,0.9998507499694824,0.9995940327644348,0.9988524913787842,20.426100003533065,44.84039999078959,141.65060000959784,True,True,True,False,small,1,20.426100003533065
785,"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . ",1,1,1,1,0.9959178566932678,0.9711164832115172,0.9983518123626708,22.497400001157075,51.61979998229072,142.96670001931489,True,True,True,False,small,1,22.497400001157075
786,the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . ,0,0,0,0,0.9974557757377625,0.8749810457229614,0.9994997978210448,27.7197000104934,53.87900001369417,163.67459995672107,True,True,True,False,small,1,27.7197000104934
787,a valueless kiddie paean to pro basketball underwritten by the nba . ,0,0,0,0,0.9966379404067992,0.9932352900505066,0.9993591904640198,20.41719999397173,41.88009997596964,138.63629999104887,True,True,True,False,small,1,20.41719999397173
788,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ",1,1,1,1,0.9997407793998718,0.999142289161682,0.9987758994102478,22.105099982582036,45.38170003797859,149.9106000410393,True,True,True,False,small,1,22.105099982582036
789,"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . ",0,0,0,0,0.9791275858879088,0.9937472343444824,0.9993995428085328,24.842999991960824,44.85339997336269,164.10169994924215,True,True,True,False,small,1,24.842999991960824
790,that 's a cheat . ,0,0,0,0,0.9993927478790284,0.997534155845642,0.9982085227966307,19.330799987073988,38.0019000149332,113.56520000845194,True,True,True,False,small,1,19.330799987073988
791,"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ",0,1,1,1,0.9997914433479308,0.995496392250061,0.9989043474197388,28.23830000124872,50.61499995645136,178.68499999167398,False,False,False,True,none,0,257.53829994937405
792,it 's fun lite . ,1,1,1,1,0.9998828172683716,0.9997451901435852,0.99639493227005,16.763399995397776,35.430399992037565,111.8863999727182,True,True,True,False,small,1,16.763399995397776
793,"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ",1,1,1,1,0.9984886646270752,0.9848767518997192,0.9987730383872986,21.8688000459224,48.57619997346774,149.90509999915955,True,True,True,False,small,1,21.8688000459224
